Free and Reduced-Price Lunch Counts,,,,,,
Fall 2009 District-Level Data: K-12 Counts by Grades,,,,,,
Includes Grades K through 12 plus Ungraded Special Education (14),,,,,,
DCODE,District_Name,GradeOrSetting,Free Lunch Eligible,Reduced-Price Lunch Eligible,Not Eligible,Total Count
25070,Genesee School District,00,33,1,15,49
25070,Genesee School District,01,27,5,12,44
25070,Genesee School District,02,27,2,9,38
25070,Genesee School District,03,31,3,13,47
25070,Genesee School District,04,25,3,20,48
25070,Genesee School District,05,26,2,19,47
25070,Genesee School District,06,32,7,11,50
25070,Genesee School District,07,38,9,22,69
25070,Genesee School District,08,42,10,19,71
25070,Genesee School District,09,46,12,38,96
25070,Genesee School District,10,34,6,32,72
25070,Genesee School District,11,24,3,34,61
25070,Genesee School District,12,24,3,48,75
25080,Carman-Ainsworth Community Schools,00,220,26,109,355
25080,Carman-Ainsworth Community Schools,01,197,27,95,319
25080,Carman-Ainsworth Community Schools,02,200,36,86,322
25080,Carman-Ainsworth Community Schools,03,212,30,109,351
25080,Carman-Ainsworth Community Schools,04,176,26,79,281
25080,Carman-Ainsworth Community Schools,05,207,40,130,377
25080,Carman-Ainsworth Community Schools,06,205,33,99,337
25080,Carman-Ainsworth Community Schools,07,193,41,141,375
25080,Carman-Ainsworth Community Schools,08,227,34,156,417
25080,Carman-Ainsworth Community Schools,09,215,36,162,413
25080,Carman-Ainsworth Community Schools,10,186,37,178,401
25080,Carman-Ainsworth Community Schools,11,164,36,200,400
25080,Carman-Ainsworth Community Schools,12,151,32,214,397
25100,Fenton Area Public Schools,00,68,6,235,309
25100,Fenton Area Public Schools,01,52,15,165,232
25100,Fenton Area Public Schools,02,49,17,165,231
25100,Fenton Area Public Schools,03,39,13,180,232
25100,Fenton Area Public Schools,04,49,20,182,251
25100,Fenton Area Public Schools,05,58,21,169,248
25100,Fenton Area Public Schools,06,53,15,192,260
25100,Fenton Area Public Schools,07,58,17,164,239
25100,Fenton Area Public Schools,08,69,18,203,290
25100,Fenton Area Public Schools,09,74,22,260,356
25100,Fenton Area Public Schools,10,67,19,250,336
25100,Fenton Area Public Schools,11,42,9,226,277
25100,Fenton Area Public Schools,12,41,12,225,278
25110,Kearsley Community Schools,00,88,4,128,220
25110,Kearsley Community Schools,01,106,16,102,224
25110,Kearsley Community Schools,02,101,13,96,210
25110,Kearsley Community Schools,03,94,9,99,202
25110,Kearsley Community Schools,04,112,15,104,231
25110,Kearsley Community Schools,05,118,15,133,266
25110,Kearsley Community Schools,06,107,23,127,257
25110,Kearsley Community Schools,07,110,26,140,276
25110,Kearsley Community Schools,08,102,30,135,267
25110,Kearsley Community Schools,09,122,26,163,311
25110,Kearsley Community Schools,10,103,28,165,296
25110,Kearsley Community Schools,11,93,23,184,300
25110,Kearsley Community Schools,12,132,17,187,336
25120,Flushing Community Schools,00,65,12,245,322
25120,Flushing Community Schools,01,75,23,182,280
25120,Flushing Community Schools,02,90,13,211,314
25120,Flushing Community Schools,03,71,23,206,300
25120,Flushing Community Schools,04,72,15,191,278
25120,Flushing Community Schools,05,111,20,210,341
25120,Flushing Community Schools,06,74,11,227,312
25120,Flushing Community Schools,07,87,25,221,333
25120,Flushing Community Schools,08,83,19,213,315
25120,Flushing Community Schools,09,92,21,266,379
25120,Flushing Community Schools,10,87,24,267,378
25120,Flushing Community Schools,11,82,17,321,420
25120,Flushing Community Schools,12,61,16,323,400
25130,Atherton Community Schools,00,46,12,23,81
25130,Atherton Community Schools,01,35,8,15,58
25130,Atherton Community Schools,02,36,11,20,67
25130,Atherton Community Schools,03,48,9,20,77
25130,Atherton Community Schools,04,35,9,20,64
25130,Atherton Community Schools,05,38,8,24,70
25130,Atherton Community Schools,06,47,9,25,81
25130,Atherton Community Schools,07,44,3,22,69
25130,Atherton Community Schools,08,42,13,24,79
25130,Atherton Community Schools,09,52,7,29,88
25130,Atherton Community Schools,10,44,10,26,80
25130,Atherton Community Schools,11,43,13,29,85
25130,Atherton Community Schools,12,35,7,37,79
25140,Davison Community Schools,00,154,30,271,455
25140,Davison Community Schools,01,151,39,260,450
25140,Davison Community Schools,02,123,25,250,398
25140,Davison Community Schools,03,136,41,210,387
25140,Davison Community Schools,04,130,38,263,431
25140,Davison Community Schools,05,148,29,261,438
25140,Davison Community Schools,06,143,28,255,426
25140,Davison Community Schools,07,109,37,278,424
25140,Davison Community Schools,08,106,36,289,431
25140,Davison Community Schools,09,148,28,325,501
25140,Davison Community Schools,10,111,19,302,432
25140,Davison Community Schools,11,79,18,299,396
25140,Davison Community Schools,12,84,21,333,438
25150,Clio Area School District,00,100,15,165,280
25150,Clio Area School District,01,96,20,112,228
25150,Clio Area School District,02,100,15,120,235
25150,Clio Area School District,03,92,24,146,262
25150,Clio Area School District,04,106,26,144,276
25150,Clio Area School District,05,101,17,129,247
25150,Clio Area School District,06,88,21,147,256
25150,Clio Area School District,07,89,20,151,260
25150,Clio Area School District,08,94,23,147,264
25150,Clio Area School District,09,107,21,154,282
25150,Clio Area School District,10,97,19,180,296
25150,Clio Area School District,11,86,21,188,295
25150,Clio Area School District,12,73,17,198,288
25180,Swartz Creek Community Schools,00,98,9,186,293
25180,Swartz Creek Community Schools,01,94,16,177,287
25180,Swartz Creek Community Schools,02,96,21,163,280
25180,Swartz Creek Community Schools,03,91,21,169,281
25180,Swartz Creek Community Schools,04,89,24,198,311
25180,Swartz Creek Community Schools,05,79,25,177,281
25180,Swartz Creek Community Schools,06,106,20,199,325
25180,Swartz Creek Community Schools,07,103,18,189,310
25180,Swartz Creek Community Schools,08,90,25,202,317
25180,Swartz Creek Community Schools,09,90,21,218,329
25180,Swartz Creek Community Schools,10,85,20,206,311
25180,Swartz Creek Community Schools,11,78,13,244,335
25180,Swartz Creek Community Schools,12,59,19,267,345
25180,Swartz Creek Community Schools,14,1,0,5,6
25200,Lake Fenton Community Schools,00,26,7,136,169
25200,Lake Fenton Community Schools,01,42,3,94,139
25200,Lake Fenton Community Schools,02,30,5,108,143
25200,Lake Fenton Community Schools,03,38,6,93,137
25200,Lake Fenton Community Schools,04,33,9,92,134
25200,Lake Fenton Community Schools,05,29,5,98,132
25200,Lake Fenton Community Schools,06,26,11,99,136
25200,Lake Fenton Community Schools,07,31,14,102,147
25200,Lake Fenton Community Schools,08,27,7,105,139
25200,Lake Fenton Community Schools,09,41,8,118,167
25200,Lake Fenton Community Schools,10,29,12,87,128
25200,Lake Fenton Community Schools,11,20,6,97,123
25200,Lake Fenton Community Schools,12,21,7,94,122
25210,Westwood Heights Schools,00,60,3,6,69
25210,Westwood Heights Schools,01,67,1,10,78
25210,Westwood Heights Schools,02,60,5,2,67
25210,Westwood Heights Schools,03,61,3,4,68
25210,Westwood Heights Schools,04,60,1,8,69
25210,Westwood Heights Schools,05,65,3,6,74
25210,Westwood Heights Schools,06,51,2,6,59
25210,Westwood Heights Schools,07,75,5,10,90
25210,Westwood Heights Schools,08,78,3,14,95
25210,Westwood Heights Schools,09,73,3,26,102
25210,Westwood Heights Schools,10,71,1,9,81
25210,Westwood Heights Schools,11,57,4,15,76
25210,Westwood Heights Schools,12,34,6,26,66
25230,Bentley Community Schools,00,38,3,35,76
25230,Bentley Community Schools,01,27,6,29,62
25230,Bentley Community Schools,02,28,7,20,55
25230,Bentley Community Schools,03,32,7,31,70
25230,Bentley Community Schools,04,27,10,20,57
25230,Bentley Community Schools,05,23,10,20,53
25230,Bentley Community Schools,06,23,5,26,54
25230,Bentley Community Schools,07,31,3,36,70
25230,Bentley Community Schools,08,39,9,22,70
25230,Bentley Community Schools,09,38,6,36,80
25230,Bentley Community Schools,10,44,9,38,91
25230,Bentley Community Schools,11,37,6,34,77
25230,Bentley Community Schools,12,26,11,48,85
25240,Beecher Community School District,00,135,2,15,152
25240,Beecher Community School District,01,138,1,7,146
25240,Beecher Community School District,02,114,0,6,120
25240,Beecher Community School District,03,111,0,5,116
25240,Beecher Community School District,04,96,1,8,105
25240,Beecher Community School District,05,110,1,6,117
25240,Beecher Community School District,06,99,5,8,112
25240,Beecher Community School District,07,114,0,10,124
25240,Beecher Community School District,08,93,3,11,107
25240,Beecher Community School District,09,187,5,39,231
25240,Beecher Community School District,10,111,6,34,151
25240,Beecher Community School District,11,68,2,39,109
25240,Beecher Community School District,12,83,4,40,127
25250,Linden Community Schools,00,53,12,168,233
25250,Linden Community Schools,01,53,16,171,240
25250,Linden Community Schools,02,59,14,147,220
25250,Linden Community Schools,03,52,12,162,226
25250,Linden Community Schools,04,53,14,188,255
25250,Linden Community Schools,05,56,14,154,224
25250,Linden Community Schools,06,49,11,182,242
25250,Linden Community Schools,07,67,10,169,246
25250,Linden Community Schools,08,58,12,174,244
25250,Linden Community Schools,09,50,15,175,240
25250,Linden Community Schools,10,46,7,159,212
25250,Linden Community Schools,11,37,5,172,214
25250,Linden Community Schools,12,33,9,194,236
25250,Linden Community Schools,14,9,0,12,21
25260,Montrose Community Schools,00,44,10,30,84
25260,Montrose Community Schools,01,58,7,47,112
25260,Montrose Community Schools,02,48,13,44,105
25260,Montrose Community Schools,03,43,9,56,108
25260,Montrose Community Schools,04,53,8,55,116
25260,Montrose Community Schools,05,48,15,46,109
25260,Montrose Community Schools,06,56,14,46,116
25260,Montrose Community Schools,07,50,21,53,124
25260,Montrose Community Schools,08,46,13,52,111
25260,Montrose Community Schools,09,63,13,64,140
25260,Montrose Community Schools,10,60,14,60,134
25260,Montrose Community Schools,11,52,11,85,148
25260,Montrose Community Schools,12,36,11,75,122
25280,LakeVille Community Schools,00,61,12,50,123
25280,LakeVille Community Schools,01,51,10,42,103
25280,LakeVille Community Schools,02,55,14,33,102
25280,LakeVille Community Schools,03,41,15,41,97
25280,LakeVille Community Schools,04,56,17,49,122
25280,LakeVille Community Schools,05,61,13,60,134
25280,LakeVille Community Schools,06,52,20,55,127
25280,LakeVille Community Schools,07,45,16,68,129
25280,LakeVille Community Schools,08,54,15,65,134
25280,LakeVille Community Schools,09,52,10,79,141
25280,LakeVille Community Schools,10,57,17,79,153
25280,LakeVille Community Schools,11,59,21,111,191
25280,LakeVille Community Schools,12,52,14,96,162
25902,Woodland Park Academy,00,15,7,19,41
25902,Woodland Park Academy,01,23,7,18,48
25902,Woodland Park Academy,02,26,5,15,46
25902,Woodland Park Academy,03,25,3,21,49
25902,Woodland Park Academy,04,29,6,16,51
25902,Woodland Park Academy,05,23,3,21,47
25902,Woodland Park Academy,06,29,6,13,48
25902,Woodland Park Academy,07,28,4,18,50
25902,Woodland Park Academy,08,19,4,19,42
25903,Grand Blanc Academy,00,44,1,20,65
25903,Grand Blanc Academy,01,43,1,20,64
25903,Grand Blanc Academy,02,33,2,24,59
25903,Grand Blanc Academy,03,31,0,17,48
25903,Grand Blanc Academy,04,32,2,13,47
25903,Grand Blanc Academy,05,40,2,12,54
25903,Grand Blanc Academy,06,32,1,14,47
25903,Grand Blanc Academy,07,31,3,11,45
25903,Grand Blanc Academy,08,26,1,15,42
25904,Northridge Academy,00,28,0,1,29
25904,Northridge Academy,01,22,0,0,22
25904,Northridge Academy,02,33,0,0,33
25904,Northridge Academy,03,29,0,0,29
25904,Northridge Academy,04,36,0,0,36
25904,Northridge Academy,05,22,0,1,23
25904,Northridge Academy,06,23,1,0,24
25904,Northridge Academy,07,38,0,1,39
25904,Northridge Academy,08,27,0,2,29
25905,International Academy of Flint,00,81,6,16,103
25905,International Academy of Flint,01,83,12,15,110
25905,International Academy of Flint,02,97,6,8,111
25905,International Academy of Flint,03,92,8,15,115
25905,International Academy of Flint,04,73,5,12,90
25905,International Academy of Flint,05,62,1,20,83
25905,International Academy of Flint,06,69,10,13,92
25905,International Academy of Flint,07,75,5,12,92
25905,International Academy of Flint,08,63,2,22,87
25905,International Academy of Flint,09,86,14,31,131
25905,International Academy of Flint,10,64,2,31,97
25905,International Academy of Flint,11,29,7,13,49
25905,International Academy of Flint,12,10,3,7,20
25906,Center Academy,00,53,1,4,58
25906,Center Academy,01,58,2,2,62
25906,Center Academy,02,33,3,4,40
25906,Center Academy,03,59,8,1,68
25906,Center Academy,04,53,2,1,56
25906,Center Academy,05,48,2,2,52
25906,Center Academy,06,41,3,2,46
25906,Center Academy,07,55,3,4,62
25906,Center Academy,08,47,6,2,55
25907,Linden Charter Academy,00,64,5,11,80
25907,Linden Charter Academy,01,70,11,7,88
25907,Linden Charter Academy,02,71,5,11,87
25907,Linden Charter Academy,03,72,4,15,91
25907,Linden Charter Academy,04,70,8,9,87
25907,Linden Charter Academy,05,63,7,13,83
25907,Linden Charter Academy,06,68,7,7,82
25907,Linden Charter Academy,07,70,4,14,88
25907,Linden Charter Academy,08,61,13,12,86
25908,Academy of Flint,00,53,2,1,56
25908,Academy of Flint,01,55,0,4,59
25908,Academy of Flint,02,51,0,1,52
25908,Academy of Flint,03,66,3,5,74
25908,Academy of Flint,04,57,1,1,59
25908,Academy of Flint,05,65,3,2,70
25908,Academy of Flint,06,61,6,6,73
25908,Academy of Flint,07,62,4,1,67
25908,Academy of Flint,08,51,3,0,54
25909,Burton Glen Charter Academy,00,78,7,24,109
25909,Burton Glen Charter Academy,01,55,10,19,84
25909,Burton Glen Charter Academy,02,57,5,13,75
25909,Burton Glen Charter Academy,03,58,4,24,86
25909,Burton Glen Charter Academy,04,60,10,15,85
25909,Burton Glen Charter Academy,05,60,8,16,84
25909,Burton Glen Charter Academy,06,56,6,16,78
25909,Burton Glen Charter Academy,07,61,10,12,83
25909,Burton Glen Charter Academy,08,60,11,14,85
25910,Richfield Public School Academy,00,62,3,10,75
25910,Richfield Public School Academy,01,62,5,7,74
25910,Richfield Public School Academy,02,59,1,10,70
25910,Richfield Public School Academy,03,58,6,6,70
25910,Richfield Public School Academy,04,58,2,11,71
25910,Richfield Public School Academy,05,63,1,11,75
25910,Richfield Public School Academy,06,53,3,16,72
25910,Richfield Public School Academy,07,41,4,5,50
25910,Richfield Public School Academy,08,34,4,8,46
25911,Madison Academy,00,36,5,22,63
25911,Madison Academy,01,26,4,18,48
25911,Madison Academy,02,24,5,22,51
25911,Madison Academy,03,19,7,18,44
25911,Madison Academy,04,18,1,25,44
25911,Madison Academy,05,27,5,17,49
25911,Madison Academy,06,24,5,18,47
25911,Madison Academy,07,29,4,14,47
25911,Madison Academy,08,14,1,9,24
25911,Madison Academy,09,27,1,20,48
25911,Madison Academy,10,23,3,26,52
26010,Beaverton Rural Schools,00,61,9,35,105
26010,Beaverton Rural Schools,01,53,2,38,93
26010,Beaverton Rural Schools,02,42,14,26,82
26010,Beaverton Rural Schools,03,56,7,34,97
26010,Beaverton Rural Schools,04,58,11,49,118
26010,Beaverton Rural Schools,05,65,6,47,118
26010,Beaverton Rural Schools,06,50,8,38,96
26010,Beaverton Rural Schools,07,41,12,62,115
26010,Beaverton Rural Schools,08,41,7,43,91
26010,Beaverton Rural Schools,09,39,5,56,100
26010,Beaverton Rural Schools,10,49,9,56,114
26010,Beaverton Rural Schools,11,55,10,85,150
26010,Beaverton Rural Schools,12,31,7,55,93
26040,Gladwin Community Schools,00,75,11,54,140
26040,Gladwin Community Schools,01,79,7,40,126
26040,Gladwin Community Schools,02,64,10,41,115
26040,Gladwin Community Schools,03,67,9,55,131
26040,Gladwin Community Schools,04,82,15,68,165
26040,Gladwin Community Schools,05,62,16,55,133
26040,Gladwin Community Schools,06,74,11,61,146
26040,Gladwin Community Schools,07,65,16,53,134
26040,Gladwin Community Schools,08,61,15,58,134
26040,Gladwin Community Schools,09,91,15,76,182
26040,Gladwin Community Schools,10,64,10,70,144
26040,Gladwin Community Schools,11,72,19,79,170
26040,Gladwin Community Schools,12,57,7,93,157
26901,Creative Learning Academy of Science,00,8,0,1,9
26901,Creative Learning Academy of Science,01,5,0,0,5
26901,Creative Learning Academy of Science,02,6,0,3,9
26901,Creative Learning Academy of Science,03,5,0,1,6
26901,Creative Learning Academy of Science,04,8,0,4,12
26901,Creative Learning Academy of Science,05,4,0,0,4
26901,Creative Learning Academy of Science,06,4,0,0,4
26901,Creative Learning Academy of Science,07,6,0,4,10
26901,Creative Learning Academy of Science,08,4,0,1,5
27000,Gogebic-Ontonagon ISD,14,34,1,6,41
27010,Bessemer Area School District,00,20,0,19,39
27010,Bessemer Area School District,01,13,2,11,26
27010,Bessemer Area School District,02,9,9,12,30
27010,Bessemer Area School District,03,17,0,23,40
27010,Bessemer Area School District,04,8,4,14,26
27010,Bessemer Area School District,05,10,2,14,26
27010,Bessemer Area School District,06,9,3,13,25
27010,Bessemer Area School District,07,11,5,28,44
27010,Bessemer Area School District,08,11,6,28,45
27010,Bessemer Area School District,09,15,2,11,28
27010,Bessemer Area School District,10,11,9,24,44
27010,Bessemer Area School District,11,23,7,16,46
27010,Bessemer Area School District,12,19,1,16,36
27020,Ironwood Area Schools,00,48,4,25,77
27020,Ironwood Area Schools,01,36,3,18,57
27020,Ironwood Area Schools,02,36,4,24,64
27020,Ironwood Area Schools,03,33,7,16,56
27020,Ironwood Area Schools,04,39,4,28,71
27020,Ironwood Area Schools,05,40,5,35,80
27020,Ironwood Area Schools,06,42,7,27,76
27020,Ironwood Area Schools,07,37,7,27,71
27020,Ironwood Area Schools,08,30,8,33,71
27020,Ironwood Area Schools,09,42,10,50,102
27020,Ironwood Area Schools,10,40,12,37,89
27020,Ironwood Area Schools,11,31,7,41,79
27020,Ironwood Area Schools,12,38,6,58,102
27070,Wakefield-Marenisco School District,00,16,4,17,37
27070,Wakefield-Marenisco School District,01,11,4,10,25
27070,Wakefield-Marenisco School District,02,5,5,5,15
27070,Wakefield-Marenisco School District,03,3,1,11,15
27070,Wakefield-Marenisco School District,04,8,5,7,20
27070,Wakefield-Marenisco School District,05,9,2,10,21
27070,Wakefield-Marenisco School District,06,10,4,18,32
27070,Wakefield-Marenisco School District,07,8,4,6,18
27070,Wakefield-Marenisco School District,08,6,3,11,20
27070,Wakefield-Marenisco School District,09,6,6,12,24
27070,Wakefield-Marenisco School District,10,7,0,7,14
27070,Wakefield-Marenisco School District,11,11,3,7,21
27070,Wakefield-Marenisco School District,12,7,3,9,19
27080,Watersmeet Township School District,00,9,2,4,15
27080,Watersmeet Township School District,01,6,3,3,12
27080,Watersmeet Township School District,02,3,1,3,7
27080,Watersmeet Township School District,03,3,3,2,8
27080,Watersmeet Township School District,04,5,3,2,10
27080,Watersmeet Township School District,05,3,5,5,13
27080,Watersmeet Township School District,06,5,1,5,11
27080,Watersmeet Township School District,07,10,4,7,21
27080,Watersmeet Township School District,08,8,4,3,15
27080,Watersmeet Township School District,09,7,2,3,12
27080,Watersmeet Township School District,10,7,5,7,19
27080,Watersmeet Township School District,11,3,4,5,12
27080,Watersmeet Township School District,12,5,6,4,15
28000,Traverse Bay Area ISD,02,2,0,0,2
28000,Traverse Bay Area ISD,03,2,0,0,2
28000,Traverse Bay Area ISD,04,6,1,0,7
28000,Traverse Bay Area ISD,05,3,1,4,8
28000,Traverse Bay Area ISD,06,9,1,0,10
28000,Traverse Bay Area ISD,07,6,1,0,7
28000,Traverse Bay Area ISD,08,3,1,1,5
28000,Traverse Bay Area ISD,09,7,0,0,7
28000,Traverse Bay Area ISD,10,8,1,1,10
28000,Traverse Bay Area ISD,11,0,0,1,1
28000,Traverse Bay Area ISD,12,1,1,0,2
28000,Traverse Bay Area ISD,14,167,16,117,300
28010,Traverse City Area Public Schools,00,276,54,466,796
28010,Traverse City Area Public Schools,01,234,55,410,699
28010,Traverse City Area Public Schools,02,265,51,375,691
28010,Traverse City Area Public Schools,03,231,70,378,679
28010,Traverse City Area Public Schools,04,244,84,392,720
28010,Traverse City Area Public Schools,05,214,66,404,684
28010,Traverse City Area Public Schools,06,219,58,434,711
28010,Traverse City Area Public Schools,07,209,61,470,740
28010,Traverse City Area Public Schools,08,187,63,461,711
28010,Traverse City Area Public Schools,09,217,65,515,797
28010,Traverse City Area Public Schools,10,211,72,591,874
28010,Traverse City Area Public Schools,11,211,71,591,873
28010,Traverse City Area Public Schools,12,243,63,690,996
28010,Traverse City Area Public Schools,14,41,8,7,56
28035,Buckley Community School District,00,13,6,17,36
28035,Buckley Community School District,01,14,1,11,26
28035,Buckley Community School District,02,15,2,8,25
28035,Buckley Community School District,03,15,2,7,24
28035,Buckley Community School District,04,20,2,9,31
28035,Buckley Community School District,05,17,3,14,34
28035,Buckley Community School District,06,20,4,9,33
28035,Buckley Community School District,07,14,6,14,34
28035,Buckley Community School District,08,9,8,13,30
28035,Buckley Community School District,09,24,3,11,38
28035,Buckley Community School District,10,8,3,7,18
28035,Buckley Community School District,11,15,2,17,34
28035,Buckley Community School District,12,15,4,14,33
28090,Kingsley Area Schools,00,53,6,52,111
28090,Kingsley Area Schools,01,31,5,50,86
28090,Kingsley Area Schools,02,45,7,37,89
28090,Kingsley Area Schools,03,49,13,57,119
28090,Kingsley Area Schools,04,47,9,71,127
28090,Kingsley Area Schools,05,48,12,49,109
28090,Kingsley Area Schools,06,39,14,62,115
28090,Kingsley Area Schools,07,52,8,69,129
28090,Kingsley Area Schools,08,51,13,68,132
28090,Kingsley Area Schools,09,41,13,74,128
28090,Kingsley Area Schools,10,34,11,78,123
28090,Kingsley Area Schools,11,27,12,78,117
28090,Kingsley Area Schools,12,39,15,67,121
28090,Kingsley Area Schools,14,1,0,0,1
28901,Woodland School,00,1,0,23,24
28901,Woodland School,01,5,0,16,21
28901,Woodland School,02,2,0,21,23
28901,Woodland School,03,6,0,16,22
28901,Woodland School,04,5,0,22,27
28901,Woodland School,05,3,0,21,24
28901,Woodland School,06,4,0,22,26
28901,Woodland School,07,4,0,16,20
28901,Woodland School,08,3,0,17,20
28902,Grand Traverse Academy,00,31,4,65,100
28902,Grand Traverse Academy,01,39,6,67,112
28902,Grand Traverse Academy,02,42,7,79,128
28902,Grand Traverse Academy,03,41,5,69,115
28902,Grand Traverse Academy,04,27,6,85,118
28902,Grand Traverse Academy,05,20,4,80,104
28902,Grand Traverse Academy,06,20,7,85,112
28902,Grand Traverse Academy,07,16,4,62,82
28902,Grand Traverse Academy,08,12,3,52,67
28902,Grand Traverse Academy,09,6,4,60,70
28902,Grand Traverse Academy,10,10,0,36,46
28902,Grand Traverse Academy,11,2,2,32,36
28902,Grand Traverse Academy,12,4,2,15,21
28903,Traverse City College Preparatory Academy,09,7,1,13,21
28903,Traverse City College Preparatory Academy,10,2,0,10,12
28903,Traverse City College Preparatory Academy,11,9,0,17,26
28903,Traverse City College Preparatory Academy,12,3,0,9,12
29000,Gratiot-Isabella RESD,00,4,0,9,13
29000,Gratiot-Isabella RESD,01,1,0,7,8
29000,Gratiot-Isabella RESD,02,1,0,1,2
29000,Gratiot-Isabella RESD,03,0,0,1,1
29000,Gratiot-Isabella RESD,04,0,0,2,2
29000,Gratiot-Isabella RESD,05,1,0,1,2
29000,Gratiot-Isabella RESD,07,0,0,1,1
29000,Gratiot-Isabella RESD,08,0,0,1,1
29000,Gratiot-Isabella RESD,09,0,0,4,4
29000,Gratiot-Isabella RESD,12,0,0,2,2
29000,Gratiot-Isabella RESD,14,96,0,56,152
29010,Alma Public Schools,00,115,14,71,200
29010,Alma Public Schools,01,86,17,65,168
29010,Alma Public Schools,02,99,13,50,162
29010,Alma Public Schools,03,93,13,85,191
29010,Alma Public Schools,04,71,13,72,156
29010,Alma Public Schools,05,79,6,62,147
29010,Alma Public Schools,06,76,17,80,173
29010,Alma Public Schools,07,74,16,79,169
29010,Alma Public Schools,08,59,12,88,159
29010,Alma Public Schools,09,61,10,113,184
29010,Alma Public Schools,10,84,12,115,211
29010,Alma Public Schools,11,64,14,120,198
29010,Alma Public Schools,12,48,11,110,169
29020,Ashley Community Schools,00,11,1,12,24
29020,Ashley Community Schools,01,12,5,8,25
29020,Ashley Community Schools,02,15,4,13,32
29020,Ashley Community Schools,03,13,3,12,28
29020,Ashley Community Schools,04,11,0,17,28
29020,Ashley Community Schools,05,12,2,11,25
29020,Ashley Community Schools,06,9,3,14,26
29020,Ashley Community Schools,07,11,2,14,27
29020,Ashley Community Schools,08,8,4,13,25
29020,Ashley Community Schools,09,16,3,16,35
29020,Ashley Community Schools,10,16,1,17,34
29020,Ashley Community Schools,11,7,4,23,34
29020,Ashley Community Schools,12,17,4,19,40
29040,Breckenridge Community Schools,00,33,6,29,68
29040,Breckenridge Community Schools,01,21,3,25,49
29040,Breckenridge Community Schools,02,31,4,34,69
29040,Breckenridge Community Schools,03,33,4,29,66
29040,Breckenridge Community Schools,04,35,2,34,71
29040,Breckenridge Community Schools,05,26,7,33,66
29040,Breckenridge Community Schools,06,22,6,33,61
29040,Breckenridge Community Schools,07,26,4,39,69
29040,Breckenridge Community Schools,08,26,3,39,68
29040,Breckenridge Community Schools,09,24,2,31,57
29040,Breckenridge Community Schools,10,23,4,41,68
29040,Breckenridge Community Schools,11,22,2,42,66
29040,Breckenridge Community Schools,12,27,6,45,78
29050,Fulton Schools,00,32,2,33,67
29050,Fulton Schools,01,25,4,23,52
29050,Fulton Schools,02,22,3,24,49
29050,Fulton Schools,03,17,3,26,46
29050,Fulton Schools,04,20,6,35,61
29050,Fulton Schools,05,13,7,33,53
29050,Fulton Schools,06,20,2,27,49
29050,Fulton Schools,07,18,5,36,59
29050,Fulton Schools,08,17,4,38,59
29050,Fulton Schools,09,19,3,32,54
29050,Fulton Schools,10,84,9,92,185
29050,Fulton Schools,11,21,5,37,63
29050,Fulton Schools,12,101,8,107,216
29060,Ithaca Public Schools,00,55,8,49,112
29060,Ithaca Public Schools,01,44,6,53,103
29060,Ithaca Public Schools,02,36,10,38,84
29060,Ithaca Public Schools,03,42,14,59,115
29060,Ithaca Public Schools,04,31,8,50,89
29060,Ithaca Public Schools,05,40,8,63,111
29060,Ithaca Public Schools,06,23,12,68,103
29060,Ithaca Public Schools,07,48,6,53,107
29060,Ithaca Public Schools,08,39,7,56,102
29060,Ithaca Public Schools,09,44,7,63,114
29060,Ithaca Public Schools,10,32,6,64,102
29060,Ithaca Public Schools,11,28,4,81,113
29060,Ithaca Public Schools,12,26,2,67,95
29100,St. Louis Public Schools,00,54,0,41,95
29100,St. Louis Public Schools,01,53,0,39,92
29100,St. Louis Public Schools,02,43,0,35,78
29100,St. Louis Public Schools,03,53,0,48,101
29100,St. Louis Public Schools,04,51,0,44,95
29100,St. Louis Public Schools,05,46,0,41,87
29100,St. Louis Public Schools,06,34,0,61,95
29100,St. Louis Public Schools,07,47,0,57,104
29100,St. Louis Public Schools,08,45,0,51,96
29100,St. Louis Public Schools,09,31,0,62,93
29100,St. Louis Public Schools,10,38,0,47,85
29100,St. Louis Public Schools,11,44,0,63,107
29100,St. Louis Public Schools,12,24,0,63,87
30000,Hillsdale ISD,00,4,0,1,5
30000,Hillsdale ISD,01,0,0,1,1
30000,Hillsdale ISD,02,0,0,1,1
30000,Hillsdale ISD,03,1,0,0,1
30000,Hillsdale ISD,04,2,0,4,6
30000,Hillsdale ISD,05,1,0,0,1
30000,Hillsdale ISD,06,4,0,6,10
30000,Hillsdale ISD,07,3,2,7,12
30000,Hillsdale ISD,08,6,1,8,15
30000,Hillsdale ISD,09,7,1,12,20
30000,Hillsdale ISD,10,5,0,24,29
30000,Hillsdale ISD,11,7,1,21,29
30000,Hillsdale ISD,12,1,0,15,16
30000,Hillsdale ISD,14,20,0,25,45
30010,Camden-Frontier Schools,00,31,5,32,68
30010,Camden-Frontier Schools,01,20,4,17,41
30010,Camden-Frontier Schools,02,20,6,27,53
30010,Camden-Frontier Schools,03,20,9,16,45
30010,Camden-Frontier Schools,04,27,5,18,50
30010,Camden-Frontier Schools,05,13,9,19,41
30010,Camden-Frontier Schools,06,23,6,11,40
30010,Camden-Frontier Schools,07,17,4,14,35
30010,Camden-Frontier Schools,08,14,7,21,42
30010,Camden-Frontier Schools,09,20,5,22,47
30010,Camden-Frontier Schools,10,9,7,24,40
