Free and Reduced-Price Lunch Counts,,,,,,
Fall 2009 District-Level Data: K-12 Counts by Grades,,,,,,
Includes Grades K through 12 plus Ungraded Special Education (14),,,,,,
DCODE,District_Name,GradeOrSetting,Free Lunch Eligible,Reduced-Price Lunch Eligible,Not Eligible,Total Count
61120,Holton Public Schools,03,59,7,20,86
61120,Holton Public Schools,04,49,8,17,74
61120,Holton Public Schools,05,37,12,23,72
61120,Holton Public Schools,06,54,8,30,92
61120,Holton Public Schools,07,41,6,32,79
61120,Holton Public Schools,08,38,7,23,68
61120,Holton Public Schools,09,35,7,26,68
61120,Holton Public Schools,10,47,3,48,98
61120,Holton Public Schools,11,41,11,33,85
61120,Holton Public Schools,12,46,8,57,111
61120,Holton Public Schools,14,10,1,5,16
61180,Montague Area Public Schools,00,73,9,84,166
61180,Montague Area Public Schools,01,40,11,55,106
61180,Montague Area Public Schools,02,51,9,51,111
61180,Montague Area Public Schools,03,47,11,49,107
61180,Montague Area Public Schools,04,51,11,41,103
61180,Montague Area Public Schools,05,33,12,51,96
61180,Montague Area Public Schools,06,45,12,45,102
61180,Montague Area Public Schools,07,43,17,48,108
61180,Montague Area Public Schools,08,54,13,49,116
61180,Montague Area Public Schools,09,40,8,51,99
61180,Montague Area Public Schools,10,36,13,64,113
61180,Montague Area Public Schools,11,41,10,69,120
61180,Montague Area Public Schools,12,24,7,71,102
61180,Montague Area Public Schools,14,14,1,5,20
61190,Orchard View Schools,00,169,11,62,242
61190,Orchard View Schools,01,143,20,42,205
61190,Orchard View Schools,02,123,24,59,206
61190,Orchard View Schools,03,130,14,59,203
61190,Orchard View Schools,04,128,11,71,210
61190,Orchard View Schools,05,125,19,67,211
61190,Orchard View Schools,06,128,22,73,223
61190,Orchard View Schools,07,118,29,69,216
61190,Orchard View Schools,08,98,26,58,182
61190,Orchard View Schools,09,92,23,75,190
61190,Orchard View Schools,10,168,27,190,385
61190,Orchard View Schools,11,78,20,91,189
61190,Orchard View Schools,12,76,23,92,191
61190,Orchard View Schools,14,9,0,3,12
61210,Ravenna Public Schools,00,34,8,47,89
61210,Ravenna Public Schools,01,27,9,37,73
61210,Ravenna Public Schools,02,31,13,34,78
61210,Ravenna Public Schools,03,30,10,43,83
61210,Ravenna Public Schools,04,31,5,35,71
61210,Ravenna Public Schools,05,38,9,43,90
61210,Ravenna Public Schools,06,26,8,48,82
61210,Ravenna Public Schools,07,21,6,57,84
61210,Ravenna Public Schools,08,28,4,45,77
61210,Ravenna Public Schools,09,13,10,46,69
61210,Ravenna Public Schools,10,23,7,47,77
61210,Ravenna Public Schools,11,13,7,55,75
61210,Ravenna Public Schools,12,25,9,63,97
61210,Ravenna Public Schools,14,3,1,2,6
61220,Reeths-Puffer Schools,00,127,27,173,327
61220,Reeths-Puffer Schools,01,103,38,145,286
61220,Reeths-Puffer Schools,02,100,22,142,264
61220,Reeths-Puffer Schools,03,117,32,147,296
61220,Reeths-Puffer Schools,04,111,27,150,288
61220,Reeths-Puffer Schools,05,119,39,145,303
61220,Reeths-Puffer Schools,06,100,40,143,283
61220,Reeths-Puffer Schools,07,112,32,164,308
61220,Reeths-Puffer Schools,08,116,34,157,307
61220,Reeths-Puffer Schools,09,104,32,158,294
61220,Reeths-Puffer Schools,10,97,32,200,329
61220,Reeths-Puffer Schools,11,115,33,192,340
61220,Reeths-Puffer Schools,12,82,26,188,296
61220,Reeths-Puffer Schools,14,21,0,41,62
61230,North Muskegon Public Schools,00,18,4,79,101
61230,North Muskegon Public Schools,01,15,7,47,69
